name,city_clean,city_tier,location,cusine,rating,votes,cost_for_two,price_tier,has_online_order,has_table_booking,delivery_only,anom_iqr_cost,anom_zscore_cost,anom_isoforest,operational_risk
Barkat Food Point,Vadodara,Tier 2+,Sayajigunj,"North Indian, Mughlai",2.9,7,600.0,Mid-range (300-700),False,False,False,False,False,False,True
Sankalp Restaurant,Surat,Tier 2+,Althan Bhatar,South Indian,2.8,7,650.0,Mid-range (300-700),False,False,False,False,False,False,True
Swastik  Hotel,Vadodara,Tier 2+,Sayajigunj,North Indian,2.9,12,500.0,Mid-range (300-700),True,False,False,False,False,False,True
The Bhavish Fish Land,Mysuru,Tier 2+,Vijay Nagar,"Mangalorean, Seafood",2.8,8,600.0,Mid-range (300-700),False,False,False,False,False,False,True
Pizza Plus,Surat,Tier 2+,Adajan Gam,"Pizza, Fast Food",2.9,8,500.0,Mid-range (300-700),False,False,False,False,False,False,True
Baba Restaurant,Patna,Tier 2+,Kankarbagh,"North Indian, Chinese",2.9,6,500.0,Mid-range (300-700),False,False,False,False,False,False,True
Voka Restaurant,Nagpur,Tier 2+,Jaripatka,"North Indian, Chinese, Mughlai",2.6,6,550.0,Mid-range (300-700),True,False,False,False,False,False,True
Hotel Sahyog,Surat,Tier 2+,Katodara,"North Indian, Chinese",2.7,11,600.0,Mid-range (300-700),False,False,False,False,False,False,True
The New Kovilakam Restaurant,Trichy,Tier 2+,Kattur,"South Indian, North Indian, Fast Food",2.8,4,400.0,Mid-range (300-700),False,False,False,False,False,False,True
Dindigul Rawthar Biriyani,Trichy,Tier 2+,Woraiyur,"Arabian, Biryani, Chinese, South Indian",2.7,6,400.0,Mid-range (300-700),False,False,False,False,False,False,True
Eat & Meet,Surat,Tier 2+,City Light,Cafe,2.8,7,800.0,Premium (700-1500),False,False,False,False,False,False,True
The Lake View Restaurant,Surat,Tier 2+,Magob,"BBQ, Chinese, Thai, Indian, Mexican, Pizza, Sandwich",2.7,6,500.0,Mid-range (300-700),False,False,False,False,False,False,True
Swadhdesi - Hotel Le Ruchi,Mysuru,Tier 2+,Vijay Nagar,"North Indian, Biryani, Chinese",2.9,7,800.0,Premium (700-1500),True,False,False,False,False,False,True
Hotel Orient Prime,Nagpur,Tier 2+,Lakadganj,"North Indian, Chinese, Mughlai",2.8,8,700.0,Premium (700-1500),True,False,False,False,False,False,True
Villa 36 Cafe - Resto & Party Hub,Surat,Tier 2+,Mota Varachha,"Chinese, North Indian, Gujarati",2.8,4,600.0,Mid-range (300-700),True,False,False,False,False,False,True
Plazzo Resorts And Restaurant,Vadodara,Tier 2+,Karelibaug,North Indian,2.5,8,600.0,Mid-range (300-700),True,False,False,False,False,True,True
M2 Food Court Car Khana,Jalandhar,Tier 2+,Maqsudan,"North Indian, Fast Food",2.7,145,500.0,Mid-range (300-700),True,False,False,False,False,False,True
Krishna Park Hotel,Vadodara,Tier 2+,Kendranagar,"North Indian, Fast Food",2.8,11,650.0,Mid-range (300-700),False,False,False,False,False,False,True
Maa Annapurna Restaurant,Surat,Tier 2+,Godadara,Gujarati,2.7,8,500.0,Mid-range (300-700),False,True,False,False,False,False,True
Vega Restaurant,Vadodara,Tier 2+,Sayajigunj,"North Indian, South Indian, Chinese",2.9,10,900.0,Premium (700-1500),True,False,False,False,False,False,True
Chennai Stories,Vadodara,Tier 2+,Fatehgunj,"South Indian, Beverages",2.8,7,450.0,Mid-range (300-700),False,False,False,False,False,False,True
La Hambre,Vadodara,Tier 2+,Vadiwadi,North Indian,2.7,7,500.0,Mid-range (300-700),False,False,True,False,False,False,True
Cafe C9,Mysuru,Tier 2+,Vijay Nagar,"North Indian, Chinese, Beverages, Desserts",2.7,6,600.0,Mid-range (300-700),False,False,False,False,False,False,True
Hotel Harmony,Vadodara,Tier 2+,Alkapuri,North Indian,2.9,9,500.0,Mid-range (300-700),True,False,False,False,False,False,True
Tex Palazzo Hotel,Surat,Tier 2+,New Textile Market,North Indian,2.9,4,600.0,Mid-range (300-700),False,False,False,False,False,False,True
Kautilya- The Taste of Maharashtra,Vadodara,Tier 2+,Karelibaug,Maharashtrian,2.6,8,800.0,Premium (700-1500),False,False,False,False,False,True,True
Hangout Multicuisine Restaurant,Mysuru,Tier 2+,Bogadi,"North Indian, South Indian, Chinese",2.9,4,700.0,Premium (700-1500),False,False,False,False,False,False,True
Malabar Tamarind,Mysuru,Tier 2+,Chamrajpura,"Kerala, Chinese, North Indian",2.9,6,600.0,Mid-range (300-700),False,False,False,False,False,False,True
Dana Pani Saoji,Nagpur,Tier 2+,Wardha Road,"North Indian, South Indian",2.8,10,600.0,Mid-range (300-700),True,False,False,False,False,False,True
The Veg Kitchen,Mysuru,Tier 2+,Chamrajpura,"Continental, Italian, Thai, North Indian",2.9,4,700.0,Premium (700-1500),False,False,False,False,False,False,True
Abodana restaurant,Surat,Tier 2+,New Textile Market,"North Indian, South Indian",2.8,5,500.0,Mid-range (300-700),False,False,False,False,False,False,True
Cake Bonzer Bites,Vadodara,Tier 2+,Karelibaug,Bakery,2.8,7,500.0,Mid-range (300-700),False,False,False,False,False,False,True
Hotel Plazzo,Vadodara,Tier 2+,Nizampura,"North Indian, Fast Food",2.8,9,700.0,Premium (700-1500),True,False,False,False,False,False,True
Shree Villa Restaurant,Vadodara,Tier 2+,Subhanpura,"Gujarati, North Indian",2.9,12,500.0,Mid-range (300-700),False,False,False,False,False,False,True
Sanjha Chulha,Jalandhar,Tier 2+,Model Town,North Indian,2.7,85,600.0,Mid-range (300-700),True,False,False,False,False,False,True
The Majestic Manor,Nagpur,Tier 2+,Wardha Road,"North Indian, Chinese",2.8,4,900.0,Premium (700-1500),False,False,False,False,False,False,True
KP Food Lounge,Nagpur,Tier 2+,Wardha Road,"North Indian, Chinese",2.9,5,550.0,Mid-range (300-700),False,False,False,False,False,False,True
New Moti Mahal Bar,Nagpur,Tier 2+,Sitabuldi,North Indian,2.9,5,800.0,Premium (700-1500),False,False,False,False,False,False,True
Arneja's Hot n Cool,Jalandhar,Tier 2+,Model Town,"North Indian, Chinese",2.6,60,700.0,Premium (700-1500),False,False,False,False,False,True,True
39 Heights,Nagpur,Tier 2+,Manish Nagar,"North Indian, Chinese",2.6,6,600.0,Mid-range (300-700),False,False,False,False,False,False,True
Subway,Visakhapatnam,Tier 2+,Siripuram,"Fast Food, Street Food, Salad, Sandwich",2.4,224,500.0,Mid-range (300-700),True,False,False,False,False,True,True
Natraj Restaurant & Bar,Nagpur,Tier 2+,Sitabuldi,"North Indian, Chinese",2.8,5,700.0,Premium (700-1500),False,False,False,False,False,False,True
Pot Biryani,Visakhapatnam,Tier 2+,Maddilapalem,"Biryani, Andhra",2.9,274,500.0,Mid-range (300-700),True,False,False,False,False,False,True
Patiala House Restaurant,Vadodara,Tier 2+,Suryanagar,North Indian,2.9,4,600.0,Mid-range (300-700),False,False,False,False,False,False,True
Veronica Hotels,Vadodara,Tier 2+,Alkapuri,"North Indian, Chinese",2.9,5,600.0,Mid-range (300-700),True,False,False,False,False,False,True
Gazebo,Vadodara,Tier 2+,Akota,North Indian,2.9,5,1000.0,Premium (700-1500),False,False,False,True,False,False,True
Lal Bagh,Udaipur,Tier 2+,Panchwati,"North Indian, Chinese, Continental",2.2,123,1600.0,Luxury (1500+),False,False,False,True,True,True,True
Hotel President Park,Nagpur,Tier 2+,Dharampeth,"Chinese, North Indian, Mughlai",2.9,5,800.0,Premium (700-1500),False,False,False,False,False,False,True
Madame Shanthe's,Puducherry,Tier 2+,White Town,"Continental, Chinese, North Indian",2.2,461,640.0,Mid-range (300-700),False,False,False,False,False,True,True
Udai Kothi Restaurant,Udaipur,Tier 2+,Pichola,"North Indian, Chinese, Continental, Mughlai",2.8,66,1800.0,Luxury (1500+),False,False,False,True,True,True,True
Satsanga,Puducherry,Tier 2+,White Town,"Italian, Seafood, North Indian",2.8,195,1000.0,Premium (700-1500),False,False,False,True,False,False,True
Sea Gulls Restaurant,Puducherry,Tier 2+,White Town,"Continental, North Indian, Italian, Seafood",2.4,245,1000.0,Premium (700-1500),False,False,False,True,False,True,True
Kesar Veg Restaurant,Raipur,Tier 2+,Devendra Nagar,North Indian,2.8,37,600.0,Mid-range (300-700),True,False,False,False,False,False,True
Chhappan Bhog,Udaipur,Tier 2+,Fatehpura,"North Indian, Chinese, Street Food, South Indian",2.5,66,600.0,Mid-range (300-700),False,False,False,False,False,True,True
La Terrasse,Puducherry,Tier 2+,White Town,"Continental, Italian, North Indian, Chinese, French",2.5,113,700.0,Premium (700-1500),False,False,False,False,False,True,True
Farm Fresh,Puducherry,Tier 2+,Auroville,"Cafe, South Indian",2.8,100,550.0,Mid-range (300-700),False,False,False,False,False,False,True
Royal Fast Food,Vadodara,Tier 2+,Karelibaug,Fast Food,2.9,4,500.0,Mid-range (300-700),True,False,False,False,False,False,True
Wang's Kitchen,Puducherry,Tier 2+,MG Road,"Chinese, Momos",2.8,83,700.0,Premium (700-1500),True,False,False,False,False,False,True
Plandoras,Jalandhar,Tier 2+,Model Town,Continental,2.5,8,1000.0,Premium (700-1500),True,False,False,True,False,True,True
Dwarkesh Dining Hall,Vadodara,Tier 2+,Sayajipura,Gujarati,2.9,4,800.0,Premium (700-1500),False,False,False,False,False,False,True
Sugandh Dhaba,Jalandhar,Tier 2+,Jalandhar Cantt,North Indian,2.9,15,600.0,Mid-range (300-700),True,False,False,False,False,False,True
Orange Cafe & Restaurant,Raipur,Tier 2+,Civil Lines,"North Indian, Continental",2.9,23,600.0,Mid-range (300-700),False,False,False,False,False,False,True
Cafe Lake View,Raipur,Tier 2+,Civil Lines,"Cafe, Chinese, North Indian",2.7,46,500.0,Mid-range (300-700),False,False,False,False,False,False,True
R.K. Bar & Restaurant,Nagpur,Tier 2+,Pratap Nagar,North Indian,2.9,4,700.0,Premium (700-1500),False,False,False,False,False,False,True
Ponnusamy Hotel,Puducherry,Tier 2+,Lawspet,"Chettinad, Andhra, Arabian, Biryani, Chinese, Hyderabadi, Tamil, South Indian",2.6,48,600.0,Mid-range (300-700),True,False,False,False,False,False,True
Hotel Orien,Nagpur,Tier 2+,Wardha Road,"Chinese, North Indian, Mughlai",2.9,4,700.0,Premium (700-1500),False,False,False,False,False,False,True
The Live Baker Hut,Patiala,Tier 2+,Urban Estate,"Fast Food, Bakery",2.7,11,500.0,Mid-range (300-700),True,False,False,False,False,False,True
Mozito,Jalandhar,Tier 2+,Nakodar Road,Continental,2.8,9,1000.0,Premium (700-1500),True,False,False,True,False,False,True
The Shaurya,Patiala,Tier 2+,Tripuri,North Indian,2.7,17,1000.0,Premium (700-1500),True,False,False,True,False,True,True
Paradise Biryani,Raipur,Tier 2+,Moudhapara,"South Indian, North Indian, Biryani",2.5,45,500.0,Mid-range (300-700),False,False,False,False,False,True,True
U & Me,Udaipur,Tier 2+,Hiran Magri,Cafe,2.6,35,600.0,Mid-range (300-700),True,False,False,False,False,False,True
Banana Leaf - GrillZ N BBQ,Puducherry,Tier 2+,Heritage Town,"BBQ, South Indian, Seafood",2.4,42,600.0,Mid-range (300-700),False,False,False,False,False,True,True
Dhiya's Kitchen,Puducherry,Tier 2+,Auroville,"North Indian, Chinese",2.6,50,550.0,Mid-range (300-700),False,False,False,False,False,False,True
Sweet Hut & Bakers,Raipur,Tier 2+,Govind Nagar,"Fast Food, Mithai",2.7,26,700.0,Premium (700-1500),True,False,False,False,False,False,True
Natural Lake View,Udaipur,Tier 2+,Chandpole,"North Indian, Continental, Chinese",2.5,28,700.0,Premium (700-1500),True,False,False,False,False,True,True
Zaika,Varanasi,Tier 2+,Bhelupur,Mughlai,2.7,178,650.0,Mid-range (300-700),True,False,False,False,False,False,True
Gulmohar Restaurant,Raipur,Tier 2+,Changurabhata,North Indian,2.8,30,500.0,Mid-range (300-700),False,False,False,False,False,False,True
BBC By Maxon,Jalandhar,Tier 2+,Rama Mandi,"North Indian, Chinese",2.9,7,700.0,Premium (700-1500),False,False,False,False,False,False,True
Chai Chuski,Jalandhar,Tier 2+,Shastri Nagar,"Fast Food, Beverages",2.9,11,500.0,Mid-range (300-700),False,False,False,False,False,False,True
The Yellow Chilli,Patiala,Tier 2+,Model Town,North Indian,2.7,34,600.0,Mid-range (300-700),True,False,False,False,False,False,True
Chopstick,Jalandhar,Tier 2+,Model Town,Chinese,2.6,9,1000.0,Premium (700-1500),False,False,False,True,False,True,True
The Backbencherz,Raipur,Tier 2+,Shankar Nagar,"Cafe, Italian",2.7,17,800.0,Premium (700-1500),True,False,False,False,False,False,True
The Keshari Restaurant,Varanasi,Tier 2+,Dashaswmedh Road,North Indian,2.4,93,600.0,Mid-range (300-700),False,False,False,False,False,True,True
Rani Village Restaurant,Udaipur,Tier 2+,Fateh Sagar,North Indian,2.9,25,1000.0,Premium (700-1500),False,False,False,True,False,False,True
Dawat Restaurant,Patiala,Tier 2+,Patiala Cantt,"Mughlai, North Indian",2.8,30,500.0,Mid-range (300-700),True,False,False,False,False,False,True
The Renaissance Room,Puducherry,Tier 2+,Heritage Town,"North Indian, Continental, Chinese, South Indian",2.7,25,1000.0,Premium (700-1500),False,False,False,True,False,True,True
Mogambo Lounge and Bar Restaurant,Jalandhar,Tier 2+,Urban Estate,"North Indian, Continental, Chinese",2.9,4,600.0,Mid-range (300-700),False,False,False,False,False,False,True
Golden Dragon,Puducherry,Tier 2+,MG Road,"Chinese, Thai",2.5,22,1000.0,Premium (700-1500),False,False,False,True,False,True,True
Hotel Kamal Grand,Jalandhar,Tier 2+,GT Road,"North Indian, Continental, Chinese",2.7,4,900.0,Premium (700-1500),False,False,False,False,False,False,True
RDX Food Plaza,Jalandhar,Tier 2+,Model Town,"North Indian, Chinese, Fast Food",2.8,5,500.0,Mid-range (300-700),False,False,False,False,False,False,True
Cinnamon - Golden Tulip,Udaipur,Tier 2+,Panchwati,"North Indian, South Indian, Chinese, Continental",2.8,7,1000.0,Premium (700-1500),True,False,False,True,False,False,True
Pudou Poudou,Puducherry,Tier 2+,White Town,"Chinese, North Indian, Continental, South Indian",2.8,23,600.0,Mid-range (300-700),False,False,False,False,False,False,True
Cafe De Paris,Puducherry,Tier 2+,MG Road,"Cafe, Fast Food",2.5,18,700.0,Premium (700-1500),False,False,False,False,False,True,True
Heritage Green,Udaipur,Tier 2+,Shobhagpura,"Chinese, Continental, North Indian",2.9,19,650.0,Mid-range (300-700),True,False,False,False,False,False,True
Bread of Life Bakery,Varanasi,Tier 2+,Shivala,"Bakery, Fast Food",2.8,74,600.0,Mid-range (300-700),False,False,False,False,False,False,True
Hotel TNG,Patiala,Tier 2+,Model Town,"North Indian, Italian, Pizza, Chinese",2.6,16,1000.0,Premium (700-1500),True,False,False,True,False,True,True
Leo Bar,Jalandhar,Tier 2+,Model Town,"North Indian, Finger Food",2.8,4,1000.0,Premium (700-1500),False,False,False,True,False,False,True
Hotel Okasu,Raipur,Tier 2+,Moudhapara,"North Indian, Fast Food",2.9,15,450.0,Mid-range (300-700),True,False,False,False,False,False,True
Taj Indian Dhaba,Patiala,Tier 2+,Model Town,North Indian,2.6,22,600.0,Mid-range (300-700),False,False,False,False,False,False,True
Cafe 181 - Sarovar Portico,Jalandhar,Tier 2+,Jalandhar Cantt,"Continental, North Indian, Chinese",2.9,4,1500.0,Luxury (1500+),False,False,False,True,False,True,True
Hot Meals,Patiala,Tier 2+,Urban Estate,"North Indian, Chinese",2.9,14,500.0,Mid-range (300-700),True,False,False,False,False,False,True
The Haveli - Hotel Annamalai International,Puducherry,Tier 2+,Heritage Town,"North Indian, Continental, South Indian, Chinese",2.8,13,700.0,Premium (700-1500),False,False,False,False,False,False,True
Kaka Hotel,Patiala,Tier 2+,Lahori Gate,North Indian,2.8,11,800.0,Premium (700-1500),True,False,False,False,False,False,True
Bollyfood,Patiala,Tier 2+,Model Town,"North Indian, Salad, Chinese, Italian, Desserts, Beverages",2.8,11,700.0,Premium (700-1500),True,False,False,False,False,False,True
R Chef,Patiala,Tier 2+,Urban Estate,"North Indian, Chinese",2.8,9,500.0,Mid-range (300-700),True,False,False,False,False,False,True
Indulge - Hotel The Sudesh,Raipur,Tier 2+,Moudhapara,"North Indian, Chinese",2.9,14,1000.0,Premium (700-1500),True,False,False,True,False,False,True
Lazawab Restaurant,Varanasi,Tier 2+,Lanka,"North Indian, Chinese",2.6,32,1000.0,Premium (700-1500),False,False,False,True,False,True,True
Madhur Milan Cafe,Varanasi,Tier 2+,Dashaswmedh Road,"Fast Food, South Indian",2.5,30,550.0,Mid-range (300-700),True,False,False,False,False,True,True
Volcano Restro & Disc,Udaipur,Tier 2+,Panchwati,"North Indian, Chinese, Continental",2.6,13,800.0,Premium (700-1500),False,False,False,False,False,True,True
Hotel Polo Club,Patiala,Tier 2+,Model Town,"North Indian, Chinese",2.9,7,800.0,Premium (700-1500),False,False,False,False,False,False,True
Blenders House Of Taste,Raipur,Tier 2+,Civil Lines,"Continental, Lebanese, North Indian",2.9,12,800.0,Premium (700-1500),False,False,False,False,False,False,True
Jashan Restaurant,Patiala,Tier 2+,Prem Nagar,North Indian,2.8,6,500.0,Mid-range (300-700),False,False,False,False,False,False,True
Sanchi - Sayaji Hotel,Raipur,Tier 2+,Shankar Nagar,"South Indian, North Indian, Chinese",2.9,11,2500.0,Luxury (1500+),False,False,False,True,True,True,True
Patiala Bar and Restaurant,Patiala,Tier 2+,Model Town,North Indian,2.8,4,1000.0,Premium (700-1500),False,False,False,True,False,False,True
Level 3-Reboot,Raipur,Tier 2+,Mowa,"North Indian, Chinese, Continental, Biryani",2.8,7,800.0,Premium (700-1500),False,False,False,False,False,False,True
On The Rocks - Hotel Gagan Regency,Raipur,Tier 2+,Tatibandh,"North Indian, Finger Food",2.8,8,1500.0,Luxury (1500+),False,False,False,True,False,True,True
Trippy Tribe,Raipur,Tier 2+,Civil Lines,Fast Food,2.9,7,500.0,Mid-range (300-700),False,False,False,False,False,False,True
Hotel Sukun,Raipur,Tier 2+,Boriyakhurd,"North Indian, Chinese",2.9,4,500.0,Mid-range (300-700),True,False,False,False,False,False,True
Asava - Hotel Mayura,Raipur,Tier 2+,Mahaveer Nagar,Finger Food,2.9,4,1000.0,Premium (700-1500),False,False,False,True,False,False,True
Night Spoon,Bengaluru,Tier 1,BTM,"Biryani, Chinese, North Indian",2.6,51,600.0,Mid-range (300-700),True,False,True,False,False,False,True
Hyderabadi Biryani House,Mumbai,Tier 1,Kharghar,"Biryani, Hyderabadi, North Indian, Chinese",2.9,10,650.0,Mid-range (300-700),False,False,False,False,False,False,True
The Bakery Mart,Delhi NCR,Tier 1,"Sector 93, Noida",Bakery,2.9,8,800.0,Premium (700-1500),False,False,True,False,False,False,True
Atithi Delight,Hyderabad,Tier 1,Kukatpally,"North Indian, Chinese",2.5,102,700.0,Premium (700-1500),False,False,False,False,False,True,True
The Difference,Bengaluru,Tier 1,Whitefield,"North Indian, Chinese, Arabian",2.7,18,600.0,Mid-range (300-700),True,False,False,False,False,False,True
Hyderabad Cuisine,Bengaluru,Tier 1,"Varthur Main Road, Whitefield","Seafood, Biryani, Hyderabadi, North Indian",2.7,70,650.0,Mid-range (300-700),False,False,False,False,False,False,True
Kartik's Noodles And Rice,Mumbai,Tier 1,Kurla,Chinese,2.9,16,600.0,Mid-range (300-700),True,False,False,False,False,False,True
R K Family Restaurant,Mumbai,Tier 1,Mira Road,"North Indian, Kebab, Mughlai, Chinese, Seafood",2.8,7,600.0,Mid-range (300-700),True,False,False,False,False,False,True
Bakes & Byte,Delhi NCR,Tier 1,Sarojini Nagar,"North Indian, Chinese, Fast Food, Bakery",2.5,44,550.0,Mid-range (300-700),True,False,False,False,False,True,True
Sher- E-Punjab,Delhi NCR,Tier 1,"Sector 53, Noida","North Indian, Chinese",2.7,7,650.0,Mid-range (300-700),True,False,False,False,False,False,True
China Town,Mumbai,Tier 1,Sakinaka,Chinese,2.9,7,600.0,Mid-range (300-700),False,False,False,False,False,False,True
Burgundy-Amber - SVM Grand,Hyderabad,Tier 1,Madhapur,"North Indian, Chinese, Continental",2.4,92,1000.0,Premium (700-1500),False,False,False,True,False,True,True
Uncle Da Dhabha,Delhi NCR,Tier 1,Janakpuri,"North Indian, Chinese",2.8,7,650.0,Mid-range (300-700),True,False,False,False,False,False,True
Nutan Nx,Mumbai,Tier 1,Sion,"North Indian, Chinese, Seafood",2.6,21,600.0,Mid-range (300-700),False,False,True,False,False,False,True
Punjabi Chaska,Delhi NCR,Tier 1,"Sector 48, Noida","North Indian, Mughlai, Chinese",2.8,32,550.0,Mid-range (300-700),True,False,False,False,False,False,True
Grand Eatery,Delhi NCR,Tier 1,"Sector 62, Noida","North Indian, Chinese, Mughlai, Fast Food",2.6,63,600.0,Mid-range (300-700),True,False,False,False,False,False,True
Slice in Life,Hyderabad,Tier 1,Banjara Hills,"Biryani, North Indian, Chinese",2.4,102,600.0,Mid-range (300-700),True,False,False,False,False,True,True
Angan Bar & Restaurant,Pune,Tier 1,Dehu Road,North Indian,2.9,11,700.0,Premium (700-1500),False,False,False,False,False,False,True
Swaad,Delhi NCR,Tier 1,"Sector 61, Noida","North Indian, Chinese",2.9,37,600.0,Mid-range (300-700),True,False,False,False,False,False,True
Mad Over Fish,Mumbai,Tier 1,Kurla,"Goan, Malwani, Seafood",2.6,55,900.0,Premium (700-1500),False,False,False,False,False,True,True
Nawab's Rasoi,Delhi NCR,Tier 1,Mohan Nagar,"North Indian, Mughlai",2.5,16,600.0,Mid-range (300-700),True,False,False,False,False,True,True
Sri Ganesha Hotel,Mumbai,Tier 1,Ghansoli,"Chinese, North Indian, South Indian",2.9,48,800.0,Premium (700-1500),False,False,False,False,False,False,True
Anupama,Hyderabad,Tier 1,Kukatpally,"North Indian, Chinese, Biryani",2.6,106,700.0,Premium (700-1500),False,False,False,False,False,True,True
Prasad,Mumbai,Tier 1,Malad East,"North Indian, Mughlai, Chinese, Biryani",2.9,19,600.0,Mid-range (300-700),True,False,False,False,False,False,True
Sairaj,Mumbai,Tier 1,Mulund West,"Chinese, Mughlai, North Indian, Fast Food",2.8,19,600.0,Mid-range (300-700),True,False,False,False,False,False,True
Moon Light Family Restaurant,Mumbai,Tier 1,Kandivali West,"Chinese, North Indian",2.7,29,700.0,Premium (700-1500),True,False,False,False,False,False,True
Chinar Garden's China Garden,Pune,Tier 1,Baner,"North Indian, Mughlai, Chinese",2.9,211,600.0,Mid-range (300-700),True,False,False,False,False,False,True
Revel,Mumbai,Tier 1,Chembur,North Indian,2.8,68,650.0,Mid-range (300-700),True,False,False,False,False,False,True
Padmashree,Mumbai,Tier 1,CBD-Belapur,"North Indian, Malwani, Chinese",2.8,14,600.0,Mid-range (300-700),True,False,False,False,False,False,True
New Pratik Biryani House,Pune,Tier 1,Chinchwad,"Biryani, North Indian, Chinese, Mughlai",2.9,171,600.0,Mid-range (300-700),True,False,False,False,False,False,True
The Indian Grill Restaurant,Delhi NCR,Tier 1,Paharganj,"North Indian, Fast Food, Mughlai",2.7,21,1300.0,Premium (700-1500),True,False,False,True,False,True,True
Kiwi Restro Bar,Delhi NCR,Tier 1,Karol Bagh,"North Indian, Mughlai, Chinese, Fast Food",2.8,8,1200.0,Premium (700-1500),True,False,False,True,False,True,True
Ozone,Pune,Tier 1,Sinhgad Road,"Chinese, North Indian, Street Food",2.2,193,600.0,Mid-range (300-700),True,False,False,False,False,True,True
New Chillies,Hyderabad,Tier 1,Kukatpally,"North Indian, Mughlai, Chinese",2.7,89,750.0,Premium (700-1500),True,False,False,False,False,False,True
Shailaja,Pune,Tier 1,Karve Nagar,"North Indian, South Indian, Chinese",2.7,20,600.0,Mid-range (300-700),False,False,False,False,False,False,True
Sunrise,Mumbai,Tier 1,Kalamboli,"North Indian, Chinese, Mughlai",2.8,14,600.0,Mid-range (300-700),True,False,False,False,False,False,True
Curry Factory,Pune,Tier 1,Viman Nagar,"North Indian, Chinese",2.9,7,600.0,Mid-range (300-700),False,False,False,False,False,False,True
Hotel Parampare,Bengaluru,Tier 1,Koramangala 7th Block,"North Indian, Mughlai, Biryani",2.9,14,600.0,Mid-range (300-700),False,False,False,False,False,False,True
Eater 99 Family Restaurant,Pune,Tier 1,Pimple Saudagar,"North Indian, Chinese",2.9,9,800.0,Premium (700-1500),False,False,False,False,False,False,True
Janata Restaurant,Mumbai,Tier 1,Mumbai CST Area,"Chinese, Mughlai, North Indian",2.8,19,600.0,Mid-range (300-700),False,False,False,False,False,False,True
Flavor Pirates,Delhi NCR,Tier 1,"Sector 127, Noida","North Indian, Chinese",2.9,10,800.0,Premium (700-1500),False,False,False,False,False,False,True
Best Choice Restaurant,Mumbai,Tier 1,Dombivali East,"Fast Food, North Indian, Chinese",2.9,158,600.0,Mid-range (300-700),True,False,False,False,False,False,True
Hot 'n Spice Express,Delhi NCR,Tier 1,"Sector 20, Dwarka",North Indian,2.9,13,600.0,Mid-range (300-700),True,False,False,False,False,False,True
Nirmal Anand,Mumbai,Tier 1,Bhayandar,"North Indian, South Indian, Chinese",2.9,25,600.0,Mid-range (300-700),False,False,False,False,False,False,True
Shalimar Restaurant & Store,Mumbai,Tier 1,Kurla,"North Indian, Chinese, Mughlai, Biryani",2.9,22,650.0,Mid-range (300-700),True,False,False,False,False,False,True
Bhavna,Mumbai,Tier 1,"Naupada, Thane West","North Indian, South Indian, Chinese",2.7,34,600.0,Mid-range (300-700),False,False,False,False,False,False,True
The Bowl House,Mumbai,Tier 1,Vashi,Chinese,2.3,109,600.0,Mid-range (300-700),False,False,False,False,False,True,True
Pizzas N Pastas,Mumbai,Tier 1,Dahisar East,"Italian, Fast Food, Pizza",2.7,14,600.0,Mid-range (300-700),True,False,False,False,False,False,True
Aasife & Brothers Biriyani Centre,Chennai,Tier 1,Thuraipakkam,"North Indian, Chinese, Chettinad, Mughlai, Biryani",2.8,1194,850.0,Premium (700-1500),True,True,False,False,False,False,True
Machali,Mumbai,Tier 1,Old Panvel,"North Indian, Chinese, Seafood",2.7,134,700.0,Premium (700-1500),True,False,False,False,False,False,True
Twist In Taste,Delhi NCR,Tier 1,"Sector 52, Noida","North Indian, Chinese, Fast Food",2.9,12,600.0,Mid-range (300-700),True,False,True,False,False,False,True
Rayalaseema Chefs,Hyderabad,Tier 1,Kukatpally,"Andhra, North Indian, Chinese",2.5,119,700.0,Premium (700-1500),False,False,False,False,False,True,True
Fisherman's Fare,Chennai,Tier 1,Egmore,"Seafood, Mediterranean, North Indian, Chinese, Arabian",2.9,357,900.0,Premium (700-1500),True,True,False,False,False,False,True
Pizza Home,Bengaluru,Tier 1,Marathahalli,"Cafe, Pizza, Continental, South Indian",2.9,59,600.0,Mid-range (300-700),False,False,False,False,False,False,True
Frank You Express,Mumbai,Tier 1,"Pali Hill, Bandra West","Cafe, Mexican, Italian",2.8,18,600.0,Mid-range (300-700),True,False,False,False,False,False,True
The Rock,Chennai,Tier 1,Anna Nagar East,"Thai, Chinese, North Indian",2.4,436,600.0,Mid-range (300-700),False,True,False,False,False,True,True
Star Of Cochin,Mumbai,Tier 1,Dadar East,"North Indian, Kerala, Chinese",2.7,13,600.0,Mid-range (300-700),False,False,False,False,False,False,True
Black Pepper,Delhi NCR,Tier 1,Jail Road,"North Indian, Mughlai, Chinese",2.7,43,600.0,Mid-range (300-700),True,False,False,False,False,False,True
Vidya Bakery,Delhi NCR,Tier 1,Gurgaon (Gurugram),Bakery,2.8,7,1000.0,Premium (700-1500),True,False,True,True,False,False,True
Buhari,Chennai,Tier 1,Velachery,"Biryani, Arabian, North Indian, Chinese",2.6,884,850.0,Premium (700-1500),True,False,False,False,False,True,True
Namma Veedu Vasanta Bhavan,Chennai,Tier 1,Neelangarai,"Chinese, South Indian, North Indian",2.8,254,600.0,Mid-range (300-700),False,False,False,False,False,False,True
